"X","NDX","ATVI","ADBE","AMD","ALXN","ALGN","GOOGL","GOOG","AMZN","AMGN","ADI","ANSS","AAPL","AMAT","ASML","ADSK","ADP","BIDU","BIIB","BMRN","BKNG","AVGO","CDNS","CDW","CERN","CHTR","CHKP","CTAS","CSCO","CTXS","CTSH","CMCSA","CPRT","COST","CSX","DXCM","DOCU","DLTR","EBAY","EA","EXC","EXPE","FB","FAST","FISV","GILD","IDXX","ILMN","INCY","INTC","INTU","ISRG","JD","KLAC","KHC","LRCX","LBTYA","LBTYK","LULU","MAR","MXIM","MELI","MCHP","MU","MSFT","MRNA","MDLZ","MNST","NTES","NFLX","NVDA","NXPI","ORLY","PCAR","PAYX","PYPL","PEP","PDD","QCOM","REGN","ROST","SGEN","SIRI","SWKS","SPLK","SBUX","SNPS","TMUS","TTWO","TSLA","TXN","TCOM","ULTA","VRSN","VRSK","VRTX","WBA","WDAY","WDC","XEL","XLNX"
"2020-03-09",7948.029785,56.975281,305.790009,43.27,86.419998,216.839996,1215.790039,1215.560059,1800.609985,195.72525,96.483879,222.410004,66.243423,51.691723,262.580414,160.050003,148.128754,106.650002,297.190002,84.790001,1527.800049,238.917603,59.75,97.533745,69.694443,463.209991,91.779999,250.839996,36.968582,115.373207,53.559864,37.224388,75.910004,300.64502,59.97131,266.519989,77.629997,83.510002,35.287163,100.93,41.049915,86.300003,169.5,30.804293,100.029999,71.450325,242.830002,259.799988,71.089996,50.223282,259.036499,510.660004,39.91,143.604858,22.987892,263.930267,17.58,16.870001,199.770004,104.190002,49.172802,539.640015,77.370262,45.970001,149.839462,24.290001,53.019272,61.860001,63.688492,346.48999,245.254669,100.878418,373.630005,60.411057,71.119621,101.629997,128.235382,36.509998,71.698074,474.440002,94.518921,106.720001,6.012872,87.670036,128.240005,70.050911,127.699997,79.75,113.879997,121.599998,103.512955,26.9,235.699997,176.809998,147.19252,219.649994,47.352695,142.970001,46.787125,66.68708,73.089661
"2020-03-10",8372.269531,60.313328,332.380005,45.380001,88.839996,228.160004,1275.170044,1280.390015,1891.819946,204.042862,101.362,229.119995,71.014381,55.76194,278.350586,164.479996,151.564026,111.910004,305.630005,89.32,1559,253.558212,62.919998,103.37326,68.583458,476.76001,92.739998,268.420013,39.033215,114.20903,55.366367,38.423267,79.040001,308.032166,62.44405,279.179993,79.82,88.059998,35.803757,103.379997,42.235085,85.93,178.190002,33.184486,107.029999,70.303551,255.360001,268.149994,74.309998,53.314705,268.619385,537.400024,41.799999,153.167282,23.505983,283.626434,18.190001,17.33,204.119995,109.980003,52.187,599.070007,80.86364,47.860001,160.08609,22.34,53.972717,66.129997,64.374443,364.130005,260.882843,105.706169,393.519989,64.120422,75.291,109.739998,132.15654,37.689999,77.867035,475.019989,101.537308,107.440002,6.301569,95.085075,132.279999,74.046471,135.190002,84.980003,118.75,129.065994,110.490021,29.030001,239.059998,186.059998,155.969147,230.509995,48.056534,150.309998,49.30415,67.177505,76.988174
"2020-03-11",8006.120117,58.942348,315.230011,45.700001,83.769997,202.179993,1210.900024,1215.410034,1820.859985,196.001511,93.416504,217.729996,68.548012,52.108677,262.809265,154.399994,145.272583,108.25,294.25,86.900002,1442.5,237.229782,62.23,102.161659,67.799812,450.649994,90.75,250.410004,36.082352,114.228935,52.745945,37.253868,75.730003,296.115112,57.905731,252.419998,75,83.669998,34.601692,101.18,38.993015,76.669998,170.240005,32.522774,102.419998,71.625267,245.580002,246.009995,71.900002,51.023296,260.112335,509.549988,41.529999,143.604858,22.700066,272.836456,17.299999,16.610001,193.740005,100.110001,48.798492,550.719971,72.844765,43.720001,152.833878,23.610001,51.44659,61.810001,64.25351,349.920013,246.28389,99.443932,374.350006,61.978115,73.298553,103.900002,127.831444,35.060001,73.652412,464.700012,98.257408,104.510002,6.022827,89.178848,120.739998,67.548737,131.740005,86.449997,119.050003,126.846001,104.951729,27.549999,221.210007,178.029999,150.934006,220.339996,45.035896,142.029999,44.556343,65.539513,73.079742
"2020-03-12",7263.649902,54.203514,285,39.009998,76.709999,180.119995,1111.550049,1114.910034,1676.609985,179.810318,89.062805,204.460007,61.77858,44.782291,239.537094,136,128.661545,99,268.880005,76.720001,1280.400024,211.005951,56.939999,90.840157,64.159355,427.540009,82.050003,225.690002,32.332905,104.537376,48.616795,34.335266,68.849998,278.612823,53.039707,247.639999,68.68,70.349998,32.813488,93.349998,34.546181,65.040001,154.470001,30.488251,94.919998,67.270073,241,223.279999,68.019997,44.978729,237.02179,457.529999,38.259998,124.222359,19.577095,234.588257,16.040001,15.42,169.130005,93.709999,44.099888,502,61.848576,38.810001,138.339371,22.299999,46.699032,57.389999,59.190079,315.25,216.146652,90.985474,330.290009,58.724979,65.230614,96.959999,113.634514,32.810001,66.150955,431.890015,91.069542,97.010002,5.535028,79.95723,105.010002,61.416931,119.150002,76.760002,108.360001,112.110001,96.112129,25.91,198.539993,165.669998,139.051514,204.059998,40.099251,131.289993,38.604313,60.504845,68.427322
"2020-03-13",7995.259766,58.654243,335.5,43.900002,80.440002,195.880005,1214.27002,1219.72998,1785,199.405533,98.739883,235.419998,69.180161,50.520298,255.655487,158.029999,142.704895,100.290001,305.209991,84.5,1421.329956,225.897308,62.470001,100.60247,63.911369,454.190002,93.669998,243.580002,36.65694,113.104546,52.229805,38.649292,73.839996,300.933685,57.538296,244.020004,77.32,74.699997,33.767197,97.059998,35.613815,69.629997,170.279999,33.66843,103.419998,69.398628,254.169998,233.330002,73.839996,53.759163,260.241852,470.980011,39.709999,144.050751,23.392971,258.190094,17.26,16.370001,176.75,95.610001,47.83316,535.690002,69.440712,42.990002,158.006912,21.299999,50.050827,62.389999,63.621082,336.299988,240.658127,94.904213,354.299988,64.596489,70.236267,110.150002,125.565453,33.759998,74.826973,465.549988,92.545006,102.720001,5.873501,82.389191,115.190002,69.150909,129.880005,85.389999,116.620003,109.323997,104.498421,25.07,207.059998,182.619995,145.152267,220.860001,45.153202,137.759995,41.27927,65.983742,75.92675
"2020-03-16",7020.379883,52.415272,286.029999,38.709999,75.559998,161.720001,1073,1084.329956,1689.150024,186.164429,82.334358,206.350006,60.280346,40.235558,228.204483,148.080002,120.93869,89.68,281.720001,73.82,1289.670044,180.914597,54.599998,86.371147,60.042763,389.109985,90.93,202.509995,32.829582,110.189125,43.256836,35.416233,66.57,281.928101,48.590763,202.300003,72.309998,67.019997,32.028667,88.669998,29.883867,54.700001,146.009995,31.327736,86.18,67.583961,223.830002,211.020004,71.599998,44.060188,222.56778,404.290009,35.240002,128.324799,21.489916,210.611618,15.58,14.75,138.979996,86.419998,41.863865,467.320007,55.348125,34.470001,134.718231,26.49,44.330166,57.439999,56.352089,298.839996,196.251678,79.7855,299.649994,59.677116,56.554131,92.720001,111.417778,32.189999,63.64389,440.829987,73.93,95.75,5.057184,67.400322,95.709999,57.945541,112.75,76.529999,108.010002,89.014,92.140717,22.540001,161.539993,160.279999,129.651138,199.770004,44.068119,120.190002,32.839821,57.612381,69.270508
"2020-03-17",7473.950195,55.793056,311.809998,41.880001,82.360001,169.25,1118.060059,1119.800049,1807.839966,205.029541,94.435661,234.289993,62.930878,44.534107,237.139236,154.919998,127.7826,91.129997,305.320007,77.360001,1368.26001,192.420654,58.939999,86.679008,61.867954,393.019989,99.839996,209.119995,34.57283,126.825951,49.728485,37.558502,69.529999,305.632813,53.883808,198.740005,70.940002,76.449997,33.061848,95.410004,35.261204,54.119999,149.419998,34.083233,90.889999,73.096619,215.880005,225.759995,70.370003,49.462776,238.24704,425.480011,38.349998,148.272125,23.256342,226.155502,17.059999,15.91,144.880005,75.239998,47.439148,490.690002,62.027214,37.380001,145.810471,28.18,47.986671,59.740002,58.822155,319.75,217.105942,79.547096,327.540009,59.181213,59.665497,97.870003,125.831459,33.389999,67.967094,491.690002,69.559998,100.730003,5.405612,77.207603,109.389999,58.331249,119.620003,78.349998,116.470001,86.040001,104.606819,23.1,154.600006,176.190002,144.255096,210.440002,48.48666,124.019997,33.609737,64.098213,77.196495
"2020-03-18",7175.180176,55.226784,294.609985,39.119999,82.5,145.759995,1091.189941,1096.800049,1830,202.148468,81.36467,221.669998,61.390331,38.89537,195.997559,141.820007,116.139061,83.620003,298.679993,72.349998,1233.75,161.904953,54.32,83.808907,59.388073,381.519989,92.07,177.979996,36.15052,129.85083,47.117992,35.062462,67.190002,306.140594,50.616619,191.160004,76.610001,65.57,31.094828,90.209999,32.361946,45.650002,146.960007,33.036346,80.949997,77.903023,205.130005,209.199997,66.900002,47.023216,224.201462,406.700012,37.700001,130.82193,23.119713,191.477661,16.48,15.31,140.360001,63.810001,44.080185,452.170013,57.511635,34.689999,139.672424,31.58,45.755417,55.889999,53.782585,315.470001,202.666855,64.130371,293.720001,55.293324,62.129066,91.459999,119.132004,31.77,60.396549,485,59.970001,95.849998,4.728666,71.569405,105.370003,55.7104,114.230003,74.32,106.620003,72.244003,98.546219,21.629999,128.520004,164,134.685272,212.979996,51.624607,113.870003,28.812576,60.583817,73.813812
"2020-03-19",7288.52002,53.776321,307.51001,39.82,83.5,142.229996,1111.670044,1115.290039,1880.930054,196.110046,89.369537,221.089996,60.919952,39.898029,212.951706,149.229996,115.911919,89.620003,288.019989,74.279999,1191.47998,187.540466,55.720001,87.662186,59.011135,393.059998,91.510002,183,36.725109,124.686646,46.14526,35.317959,69.989998,303.870667,54.628609,206.240005,75.879997,70.870003,29.405972,90.059998,31.744875,48.43,153.130005,31.900566,84.459999,77.049644,193.179993,224.800003,66.510002,45.373798,215.056885,408.200012,37.209999,126.204216,21.743654,192.335724,17.700001,16.6,154.860001,66.800003,45.075069,463.529999,60.101891,36.290001,141.970474,28.27,44.693855,54.32,57.909306,332.029999,212.809174,75.613449,290.529999,55.57103,56.956547,93.690002,115.604935,33.799999,64.157143,489.829987,65,100.010002,4.768486,76.711281,107.519997,60.73452,114.959999,79.449997,106.360001,85.528,100.093399,23.049999,146.990005,164.600006,136.050949,215.690002,47.460228,126.739998,30.934776,57.24712,74.8554
"2020-03-20",6994.290039,51.709911,295.339996,39.610001,80.349998,144.820007,1068.209961,1072.319946,1846.089966,185.740189,84.184677,213.110001,57.052418,37.714016,215.011292,148.020004,110.667877,88.660004,278.769989,73.050003,1177.430054,188.540939,55.080002,79.012161,56.094803,371.700012,89.75,175.089996,34.670216,118.736397,43.77298,32.792442,60.150002,289.136108,49.524246,209.5,79.699997,75.970001,27.399212,86.940002,30.363811,48.799999,149.729996,28.38459,81.769997,71.860687,183.289993,242,66.959999,45.265156,201.061096,394.190002,37.66,112.985268,21.743654,185.31337,17.629999,16.530001,165.009995,74.580002,43.459618,452.880005,59.188847,36.110001,136.638245,28.200001,42.580555,52.099998,56.692173,332.829987,205.594635,73.090355,263.769989,51.871586,51.008652,86.68,102.393234,33.57,60.120182,438.450012,63.900002,99.860001,4.420058,73.127853,110.300003,57.391697,110,74.550003,100.150002,85.505997,96.181107,22.77,148.059998,157.130005,123.859413,206,45.378036,125,30.648525,49.981403,71.284248
"2020-03-23",7006.919922,56.101032,307.269989,41.639999,81.129997,137.720001,1054.130005,1056.619995,1902.829956,183.451111,84.263847,208.350006,55.840385,39.878174,231.975372,144.139999,107.715027,91.220001,269.190002,71.370003,1152.23999,189.767014,55.860001,85.010574,54.259693,381.779999,87.5,157.059998,33.696335,120.995102,41.301445,33.57859,58.779999,284.267731,47.329567,210.300003,83.5,76.370003,26.167341,95.470001,29.364744,50.849998,148.100006,27.831516,77,71.223099,182.940002,237.759995,63.18,48.968937,193.968582,367.75,38.610001,115.304039,20.270006,190.205353,15.76,14.84,172.300003,70.129997,45.144024,457.649994,65.01445,38.25,135.275345,26.57,41.214279,50.970001,59.424751,360.269989,212.529404,76.755791,260.920013,49.50116,49.457874,85.260002,103.624748,34.099998,61.719173,455.630005,62.919998,99.269997,4.499699,74.39843,113.440002,55.927975,108.480003,75.699997,109.82,86.858002,97.008904,22.08,143.240005,151.169998,120.799065,202.210007,42.631115,127.150002,33.925598,49.359474,71.423126
"2020-03-24",7553.830078,54.074364,310,46.220001,85.93,165.279999,1130.01001,1134.459961,1940.099976,199.642319,92.743652,217.429993,61.442596,44.812073,258.899048,149.960007,119.457321,96.43,276.190002,79.879997,1259.469971,208.68782,63.34,93.183907,57.949745,419.399994,91.940002,173.800003,37.591869,121.393112,46.065853,34.040459,68.980003,283.680328,55.115215,236.210007,85,79.660004,27.488623,94.300003,33.801777,59.48,160.979996,30.982067,86.650002,72.547318,204.990005,254.179993,67.43,51.754181,232.917694,431.899994,41.009998,135.122528,22.436563,228.841751,17.190001,16.18,192.740005,79.139999,47.320946,490,75.147209,43.27,147.571289,25.82,45.863544,53.73,64.402672,357.320007,248.991837,85.1595,277.130005,56.533085,58.458248,97.290001,112.1567,36.049999,64.611183,449.529999,71.580002,101.870003,4.957633,86.647621,121.099998,64.166344,120.629997,78.650002,112.220001,101,103.8283,23.52,177.589996,170.529999,136.84845,223.130005,44.234303,132.389999,39.946728,53.35759,76.293785
"2020-03-25",7469.620117,52.524555,305.910004,44.630001,84.470001,183.679993,1101.619995,1102.48999,1885.839966,190.564987,93.367027,212.309998,61.104122,44.405048,260.749695,149.990005,121.067062,96.919998,284.980011,80.470001,1365.849976,213.386139,61.349998,91.27713,57.572807,420.769989,93.860001,192.330002,36.686157,126.02993,47.336361,32.988979,71.589996,279.618347,56.138069,239.330002,81.370003,76.370003,28.184036,89.639999,33.840958,65.889999,156.210007,29.856163,91.199997,68.329445,214.229996,248.320007,69.589996,50.628227,231.68248,460.309998,41.349998,136.222473,22.407286,231.729065,16.84,15.92,193.619995,85.25,47.882412,482.649994,74.36319,42.5,146.15863,27.129999,45.322933,53.66,61.234547,342.390015,245.434525,84.29528,298.920013,58.496864,58.968632,95.709999,110.83651,37.259998,62.262047,429.779999,81.290001,105.459999,5.027318,84.711967,122.040001,65.086121,121.32,79.169998,109.720001,107.849998,97.718437,24.08,191.880005,166.970001,133.877808,210.089996,40.509823,135.729996,41.091728,54.838375,74.418922
"2020-03-26",7897.129883,57.342865,322.670013,47.5,86.139999,191.639999,1162.920044,1161.75,1955.48999,195.843658,91.64534,230.369995,64.319611,48.842575,274.51001,160.880005,135.3573,101.82,304.940002,82.639999,1406,238.515778,66.940002,100.36412,60.54866,454.170013,95.5,192.580002,39.520157,137.124466,49.450565,36.104118,72.559998,291.007782,58.163933,250.210007,83.660004,78.139999,29.962301,99.199997,35.839096,64.410004,163.339996,31.910442,97.690002,72.449226,230.380005,274.420013,73.050003,54.85548,247.431473,501.470001,42.009998,148.400925,24.173714,258.310181,17.540001,16.77,200.800003,82.809998,49.428913,489.559998,73.956284,44.790001,155.301025,27.940001,48.065308,57.84,63.231281,362.98999,257.045746,89.122948,326.73999,59.954823,64.445412,100.629997,118.481773,37.009998,68.085541,452.299988,85.599998,116.139999,5.176644,92.275894,129.139999,69.131142,127.970001,84.629997,115.25,105.632004,106.193405,25.02,188.830002,175.899994,141.653305,224.490005,44.644875,145.279999,43.717335,57.168144,79.63678
"2020-03-27",7588.370117,56.58783,305.829987,46.580002,84.010002,177.039993,1110.26001,1110.709961,1900.099976,195.626602,87.7369,223.020004,61.656628,44.722725,251.34729,141.570007,129.747879,97.629997,296.75,79.510002,1255.150024,226.274643,62.279999,93.104454,59.526951,439.700012,99.07,181.570007,37.806122,139.343369,46.313999,33.971672,70.300003,283.072998,55.899738,262.959991,82.57,77.050003,29.98217,95.370003,34.771465,60.029999,156.789993,30.656149,93.949997,71.458511,231.75,269.049988,68.959999,51.724548,228.803619,490.410004,40.150002,140.949188,23.656471,239.339264,16.83,15.85,188.839996,78.849998,46.848129,471.429993,67.684097,43.48,148.924225,30.049999,47.072544,56.389999,59.931892,357.119995,252.539154,80.75898,313.429993,59.002689,59.056961,93.480003,118.67881,35.32,65.726524,449.519989,82.550003,109.269997,4.907857,86.449089,124.760002,65.610291,124.379997,81.720001,111.699997,102.872002,99.038956,23.459999,174.449997,173.910004,137.336914,217.240005,43.01236,136.210007,41.703712,58.017124,74.617325
"2020-03-30",7889.009766,58.087967,318.390015,47.860001,87.260002,179.919998,1146.310059,1146.819946,1963.949951,205.700455,90.012703,235.130005,63.416183,46.956379,266.679657,155.910004,136.10788,98.949997,316.130005,82.489998,1308.22998,235.514343,66.910004,96.242706,63.7229,450.779999,99.190002,180.449997,39.266945,145.184174,47.02866,34.875751,71.839996,289.833008,57.617744,278,88.139999,79.849998,30.985548,97.690002,36.465961,56.389999,165.949997,31.406748,98.330002,74.479683,241.020004,276.230011,72.169998,54.806099,237.131378,504.220001,40.389999,148.163116,24.564083,253.309479,16.690001,15.7,193.940002,76.160004,49.162952,473.290009,68.468117,44.52,159.399673,30.48,50.558121,58,61.037655,370.959991,265.389435,84.364822,318.190002,61.759914,63.228348,97.029999,123.62458,35.630001,68.134888,473,84.870003,115.290001,4.788396,89.446869,127.220001,67.113571,129.309998,83.120003,118.510002,100.426003,100.53685,22.51,179.710007,188.550003,146.408295,231.919998,44.14632,137.300003,42.947418,61.758575,78.714233
"2020-03-31",7813.5,59.091366,318.23999,45.48,89.790001,173.949997,1161.949951,1162.810059,1949.719971,200.027115,88.706589,232.470001,63.28677,45.487133,260.321869,156.100006,134.982025,100.790001,316.380005,84.5,1345.319946,232.561951,66.040001,92.627754,62.482967,436.309998,100.540001,173.220001,38.283325,140.845871,46.125408,34.005341,68.519997,283.869476,56.902737,269.269989,92.400002,73.470001,29.862955,100.169998,36.054581,56.27,166.800003,30.86355,94.989998,73.332031,242.240005,273.119995,73.230003,53.45298,229.112442,495.209991,40.5,142.435562,24.144434,238.128784,16.51,15.71,189.550003,74.809998,47.882412,488.579987,67.287125,42.060001,156.892731,29.950001,49.519867,56.259998,63.83189,375.5,263.40097,82.378128,301.049988,60.629253,61.756092,95.739998,118.324135,36.029999,66.772789,488.290009,86.970001,115.379997,4.917813,88.722237,126.230003,65.016891,128.789993,83.900002,118.610001,104.800003,98.477234,23.450001,175.699997,180.089996,138.941849,237.949997,44.723076,130.220001,41.081856,59.527527,77.315536
"2020-04-01",7486.290039,57.124302,301.209991,43.66,89.93,157.199997,1102.099976,1105.619995,1907.699951,195.172714,83.205093,211.25,59.956806,42.985439,247.755478,139.220001,128.108505,97.68,293.269989,83.589996,1271.630005,219.349777,65.239998,88.218338,60.221313,424.029999,98.279999,162.690002,37.328922,138.447861,42.194771,32.066696,64.790001,285.512177,54.469719,254.809998,92.089996,72.940002,28.591347,97.529999,32.792915,52,159.600006,30.231464,88.010002,71.125008,230.660004,256.459991,74.18,51.240589,217.278275,458.26001,40.91,130.415649,23.109953,221.588745,16.049999,15.12,183.5,69.150002,45.331181,447.339996,62.315022,39.889999,151.321747,29.67,48.135525,53.099998,64.313179,364.079987,242.886459,74.232704,287.25,59.627529,59.488823,91.379997,116.373413,35.900002,65.045479,496.649994,81.089996,111.239998,4.61916,81.843239,109.690002,61.93121,125.959999,85.129997,116.330002,96.311996,95.48143,22.15,161.5,175.460007,140.337448,225.479996,42.064133,126.279999,38.169998,57.335968,76.075546
"2020-04-02",7635.660156,60.38287,303.959991,44.490002,90.349998,152.070007,1117.030029,1120.839966,1918.829956,206.095139,86.777107,216.199997,60.957287,42.925877,246.034195,137.050003,129.915756,99.589996,304.470001,86.059998,1260,232.52272,65.93,87.364258,61.64402,435.660004,98.739998,165.190002,39.128021,141.81105,43.961575,33.995449,64.410004,290.191406,56.465786,266.380005,84.040001,70.459999,28.998659,102.290001,33.968288,47.860001,158.190002,30.270971,88.75,75.509636,239.699997,272.98999,77.07,53.680141,224.350891,467.720001,40.080002,131.238113,24.046841,218.850266,16.190001,15.24,185.490005,63,47.045132,462.869995,64.488457,41.09,154.455414,33.200001,49.816513,55.060001,65.852493,370.079987,255.277084,77.262398,303.48999,60.37138,59.901054,93.519997,122.028534,36.279999,67.137978,498.75,79.400002,118.669998,4.728666,82.756477,105.279999,64.285027,128.649994,84.410004,119.510002,90.893997,100.53685,22.360001,161.350006,181.800003,142.540497,242.160004,39.414963,122.370003,38.400002,59.645985,78.515831
"2020-04-03",7528.109863,59.5881,293.609985,42.59,89.769997,154.199997,1092.699951,1097.880005,1906.589966,202.671402,85.649101,218.300003,60.081242,41.972847,243.377655,139,126.972786,97.199997,300.51001,84.209999,1230.680054,229.776306,63.93,86.291695,61.952442,433.799988,98.309998,164.229996,38.400517,140.626968,43.078175,33.580025,61.799999,287.373901,56.376411,260.75,79,70.239998,29.217216,102.830002,32.077896,48.709999,154.179993,30.103073,86.190002,76.716141,234.550003,263.5,78.589996,53.462856,217.547226,462.470001,39.889999,126.778954,24.710474,216.449127,15.8,14.84,181.25,59.080002,47.911961,454.470001,63.555565,41.220001,153.032837,34.84,50.221928,54.220001,64.635353,361.76001,243.72583,75.245911,295.380005,61.105324,58.448433,92.389999,122.747742,36.900002,64.384171,493.320007,74.75,116.510002,4.459878,79.709068,102.139999,62.35648,124.550003,81.980003,118.489998,96.001999,98.52652,22.01,156.740005,182.690002,141.204712,238.309998,39.805984,116.080002,38.209999,57.118786,78.446404
"2020-04-06",8081.660156,61.197514,319.130005,47.52,95.910004,176.740005,1183.189941,1186.920044,1997.589966,208.75914,94.791878,242.460007,65.322578,45.814732,269.764038,152.320007,137.915131,102.940002,311.390015,82.769997,1356.680054,247.608353,69.419998,95.180061,63.633823,459.549988,103.580002,179.490005,40.730503,146.408051,48.090725,35.835178,65.389999,303.771088,60.845211,269.309998,90.150002,76.279999,30.975615,106.510002,35.574635,52.830002,165.550003,31.782051,95.860001,76.245308,254.429993,278.01001,85.110001,57.709862,239.193375,500.23999,41.560001,147.152359,25.28627,248.794968,17.08,16.18,194.949997,70.589996,52.669666,506.160004,73.420372,46.369999,164.413544,34.639999,51.448055,58.07,67.141212,379.959991,268.197296,86.36145,333.429993,64.408051,64.082253,101.669998,129.220596,38.490002,70.029991,504.269989,87.18,124.470001,4.768486,89.139153,118.400002,67.04435,135.910004,86.089996,121.290001,103.248001,107.375961,23.450001,188.679993,195.850006,147.275574,255.300003,41.673115,130.309998,43.310001,60.366638,83.971771
"2020-04-07",8049.310059,59.478817,308.929993,47.560001,94.720001,174.550003,1182.560059,1186.51001,2011.599976,205.99646,95.237129,239.649994,64.565994,47.214489,271.216675,148.699997,135.258575,101.790001,301.209991,79.830002,1376.369995,248.42247,69.050003,97.950851,63.932297,451.75,105.139999,185.899994,39.953842,145.074722,47.445545,36.537441,69.900002,302.28772,60.726044,250.710007,87.970001,76.239998,31.412731,106.32,35.055511,56.509998,168.830002,31.614149,94.620003,73.243744,251.740005,280.640015,86.660004,57.680233,238.834747,489.98999,41.990002,145.933533,25.969419,254.222305,17.26,16.25,194.919998,73.82,50.995113,525.669983,72.78521,46.540001,162.642776,32.02,51.220627,58.41,65.027145,372.279999,258.834381,83.719147,336.269989,64.99321,63.620949,100.279999,128.550644,40.630001,71.786919,501.51001,84.809998,121.870003,4.887947,89.268188,120.220001,67.954224,135.509995,86.510002,120.059998,109.089996,104.715218,24.43,187.550003,190.949997,146.707367,247.669998,41.849072,131.800003,42.860001,58.47123,83.277374
"2020-04-08",8229.540039,60.670979,317.179993,48.790001,98.559998,184.410004,1207,1210.280029,2043,216.26767,100.332939,244.369995,66.218536,51.086159,277.176483,159.210007,136.809036,97.330002,316.950012,79.599998,1372.060059,256.102631,71.839996,101.565781,66.071335,463.929993,107.040001,192.410004,41.035271,146.089661,51.008923,37.269379,71.980003,304.61734,63.079609,258.01001,88.370003,79.220001,32.793617,106.800003,36.818573,60.549999,174.279999,32.088215,98.370003,73.557632,254.729996,280.98999,87.75,58.253082,244.980957,510.5,41.169998,150.987244,26.662327,264.670227,18.27,17.299999,196.009995,82.529999,52.521915,544,78.918465,48.290001,164.274277,32.419998,51.210739,60.259998,64.699005,371.119995,266.748444,90.970573,340.029999,65.915596,63.856503,105.059998,130.649155,39.709999,72.379135,512.330017,89.050003,119.68,5.14678,92.315598,125.050003,70.782761,138.850006,86.849998,119.099998,109.767998,108.568367,24.51,200.570007,193.199997,148.232544,249.660004,42.122784,142.110001,45.34,61.995499,83.822968
"2020-04-09",8238.530273,60.06496,318.700012,48.380001,96.230003,193.190002,1206.569946,1211.449951,2042.76001,215.300751,97.750404,237.919998,66.696373,49.229744,275.415436,164.899994,140.749496,99,321.049988,79.550003,1420.640015,249.432755,71.650002,105.52832,68.031281,466.640015,105.360001,198.740005,40.504387,138.706543,53.877491,37.585888,74.989998,298.683685,63.556282,275.269989,90.629997,77.559998,33.608246,105.800003,38.346558,62.419998,175.190002,33.204239,99.220001,72.105911,258.579987,287.619995,86.809998,56.435757,251.66951,503.790009,42.16,148.75766,27.43331,256.266235,18.59,17.389999,203.509995,81.309998,51.014812,533.280029,77.856552,46.130001,164.284225,31.860001,51.754589,60.509998,65.10273,370.720001,262.751465,89.371284,342.440002,66.718948,65.309128,105.839996,131.654068,41.040001,70.651833,512.960022,88.739998,120.32,5.22642,89.28804,123.129997,73.067352,136.580002,85.900002,119.400002,114.599998,106.124428,24.82,202.479996,196.070007,147.79393,246.610001,42.992809,145.410004,45.049999,65.421043,82.444107
"2020-04-13",8332.740234,62.34,320.649994,50.939999,96.540001,185.720001,1210.410034,1217.560059,2168.870117,215.35994,98.62114,242.929993,68.00547,49.517635,272.719086,160.919998,137.796616,98.370003,322.940002,82.989998,1421.01001,254.945206,71.550003,103.164696,65.38485,469.700012,105,195.080002,40.524052,139.293625,52.309212,36.784718,70.669998,298.29541,61.143131,273.26001,93.970001,76.169998,34.532146,109.300003,36.975288,58.790001,174.789993,31.870937,96.970001,73.842102,254.389999,289.450012,88.010002,57.976532,249.662933,494.529999,42.779999,150.709793,27.257643,256.76236,18.08,16.98,199.270004,78.089996,51.45808,543,78.95816,46.169998,164.652313,32.900002,51.438168,59.529999,67.328163,396.720001,269.64624,88.517006,347.920013,65.389938,62.963341,105.980003,128.954575,41.419998,72.349525,517.02002,87,120.129997,5.097003,89.804222,125.879997,70.97068,140.130005,86.169998,120,130.190002,106.104713,24.049999,202.600006,199,143.706833,252.279999,43.119888,141.179993,43.759998,62.844482,82.632584
"2020-04-14",8692.160156,63.279999,340.769989,54.93,99.400002,190,1265.22998,1269.22998,2283.320068,223.776215,101.93589,254.800003,71.439957,52.088825,287.474365,172.220001,142.082718,100.919998,333.76001,85.75,1449.420044,262.507599,76.330002,106.014946,68.598373,489.570007,103.779999,201.699997,42.057709,143.044861,53.669052,38.100224,71.139999,312.751251,62.106407,280.670013,98.43,79.879997,35.505726,112.029999,38.268196,61.580002,178.169998,34.112865,96.849998,76.264923,263.01001,297.880005,91.279999,59.912376,260.873779,507.940002,43.860001,160.262299,27.765127,270.385315,18.549999,17.389999,205.179993,82.68,52.403709,562.02002,81.32016,47.619999,172.799866,34.66,53.900318,64.410004,67.988441,413.549988,283.735596,91.665909,356.350006,66.262718,64.916527,109.785004,136.353531,43.029999,76.544418,524.840027,90.970001,123.790001,5.395657,94.985809,132.919998,72.859665,147.429993,89.620003,122.779999,141.977997,109.337029,23.860001,205,204.339996,149.827515,262.410004,45.33894,149.449997,44.77,65.401299,85.23159
